Card#;Title;Artist;Year;URL;Hashed Info;Youtube-Title;ISRC;Hitster-URL;Edition
1;You Came;Kim Wilde;1979;https://www.youtube.com/watch?v=aLe-skz3pbo;8840a51d835814aa95bb74d423db35ddb09de6b6f9493994f5675820afd10831;You Came;DEA340500985;http://www.hitstergame.com/de/aaaa0025/00001;BR1
